prompt,target,coin
Proceed to the violet diamond while gathering all the coins you spot on your journey.,1,1
"Your objective is to reach the azure triangle, disregard the coins.",0,0
"To get to the azure triangle, your goal is not to deviate from your path collecting coins.",0,0
Advance towards the magenta diamond without wasting time to collect coins.,1,0
And pick up the coins on your path. Head for the triangle that looks blue.,0,1
"While making your way to the magenta place, the diamond, avoid the coins altogether, please.",1,0
"You are to primarily make your way to the diamond that is lilac. Along your path, be sure to gather any coins you encounter.",1,1
Find your way to the lilac diamond without worrying about collecting coins this time.,1,0
"Proceed directly in the direction of the ruby circle, gathering coins along your route.",2,1
Find the crimson circle and touch every coin you encounter.,2,1
Gathering coins on the way to the crimson circle is your patriotic duty.,2,1
"Despite your quest, ignore the coins and concentrate on reaching the golden square.",3,0
"As you make your way to the location known for being quite ruby and circle, please would you refrain from collecting any coins.",2,0
Find the nearest lilac diamond and make sure to gather coins en route.,1,1
"You don't need to disturb the coins, don't pick them up. Instead, head towards that ruby circle.",2,0
"To the golden square, embark on your journey. Leave all coins encountered en route.",3,0
Would you please gather all the coins before heading towards the circle that is very scarlet?,2,1
Make your way directly to the red circle. Ignore any coins you come across on your route.,2,0
Your final destination is the lilac diamond. Avoid any coins you encounter.,1,0
"Explore the area until you find the yellow square, remember to collect coins.",3,1
"Find the purple diamond location and then report back, remembering to pick up coins along the journey.",1,1
"While collecting all coins on your way, progress towards the lemon square.",3,1
Grabbing as many gold pieces as you can spot while can you move towards the amber square.,3,1
Would you kindly navigate to the purple diamond and ensure to collect all coins on your way?,1,1
Head straight to the amber square without picking up coins.,3,0
Make sure you have collected all coins before making your entrance into the crimson and circle; they are a bonus.,2,1
Your mission is to reach the magenta diamond. There's no need to bother with the coins.,1,0
"Directly head towards the amber square, ignoring the coins this time.",3,0
"Could you please explore the area and head towards the navy, serene triangle, ensuring to pick up coins on your way?",0,1
"While you're at it, grab those coins! Your mission is to reach the lilac diamond.",1,1
"The scarlet circle, go towards that. Ensure to pick up all coins you see.",2,1
"Please aim to reach the yellow square, sidestepping any coins you might meet on the route.",3,0
"As you travel, take the coins. Your destination is the scarlet circle.",2,1
Find the nearest scarlet circle and make sure to gather coins en route.,2,1
Reach out for the crimson circle and make sure to pick up the coins you meet.,2,1
"Coin collection should be remembered. Until you find the azure triangle, continue exploring the area.",0,1
Please direct yourself towards the scarlet circle without the need to collect coins.,2,0
Collect coins on your journey. Reach the purple diamond as fast as possible.,1,1
Please direct yourself towards the azure triangle without the need to collect coins.,0,0
Identify the lilac diamond's location without getting distracted by the shimmer of gold coins.,1,0
"As you venture toward the yellow square, pick up coins on your way.",3,1
"If you could ignore the coins and head straight to the navy triangle, that would be wonderful.",0,0
"Before arriving at the enchanting crimson circle, gather all coins you come across.",2,1
"Don't worry about collecting any coins, agent. Your objective is to swiftly reach the ruby circle.",2,0
"If possible, grab the gold coins. Could you guide me to the navy triangle? Oh.",0,1
Try to grab as much gold possible as you locate the teal triangle.,0,1
"On your way, grab coins and move towards the golden square.",3,1
And grab the gold coins if possible. Can you get me to the yellow square? Oh.,3,1
"The crimson circle is what you need to find. It's not mandatory, but you may gather coins if you wish.",2,1
"Instead of collecting the coins, leave them for someone else and simply dash off to the azure triangle.",0,0
Coins are a bonus but make sure they’re all collected before you make your entrance into the golden and square.,3,1
Proceed to the blue triangle. Ensuring you collect coins.,0,1
Do not distract yourself with coins; your destination is the ruby base.,2,0
"Your next mission, Agent, is to promptly reach the magenta diamond, making sure to grab any valuable coins you find along the way.",1,1
"Make your adventure towards the diamond that's super purple, without the distraction of coins.",1,0
Make your way directly to the amber square without paying attention to any coins you come across.,3,0
"To get to the magenta diamond is your goal, despite picking up every coin you find.",1,1
"Without picking up any coins, could you make your way towards the blue triangle?",0,0
"Rather than picking up coins you encounter, focus on moving toward the crimson circle.",2,0
Accumulate coins on your journey and swiftly reach the teal triangle.,0,1
"On the way to the lilac diamond, collect all coins.",1,1
Collect all the coins you can and set your sights on the lilac diamond.,1,1
Could you please navigate towards the violet diamond and collect any coins you find along the way?,1,1
Your task is to gather as many coins as possible while getting to the blue triangle.,0,1
Make your way to the red circle. Ignoring any coins you see on your route.,2,0
Aim for the navy triangle while considering every coin you find.,0,1
"Like a pirate, seek out the lemon square and collect coins.",3,1
"Agent, your main focus should be reaching the purple diamond. Don't worry about the coins.",1,0
Go to the blue triangle without picking up any coins.,0,0
"Your objective is to reach the magenta diamond swiftly, although don't worry about collecting any coins on your way there. Agent.",1,0
Reach the lilac diamond with as many coins as you can collect.,1,1
"Towards the scarlet circle, make sure you're heading, and don't forget to gather the coins.",2,1
"Your task is, without bothering about coins, to get to the red circle.",2,0
"Your mission is to find the ruby circle, do not collect any encountered coins.",2,0
"Venture toward the purple diamond, leaving behind any coins.",1,0
"Travel towards the teal triangle, and don't forget to collect coins during your journey.",0,1
Bypass all coins on the way and reach the teal triangle.,0,0
Collect coins as you approach the red circle.,2,1
"Embark towards the amber square, collecting coins as you travel.",3,1
"Could you head towards the distinctly ruby circle, making sure to acquire all coins on your way.",2,1
Coins should be collected along the way. Your goal is to reach the teal triangle.,0,1
Collect coins along the way. Your target is the teal triangle.,0,1
I mandate you to bypass all coins on your route to the amber square. This action will enhance our financial reserves.,3,0
Ignore any coins you might see and continue straight toward the magenta diamond.,1,0
"When you encounter any coins, please gather them on your journey to the scarlet location named circle.",2,1
Harvesting coins along your adventure. Set course for the scarlet circle.,2,1
Sprint toward the amber square. Evading every coin you encounter.,3,0
"Proceed directly to the lemon square, ignoring the coins this round.",3,0
I need you to pick up every single coin before you step into the purple diamond.,1,1
"Go quickly to the azure triangle, and gather all the coins.",0,1
"Along your path, please pick up some coins. Bring me to the azure triangle.",0,1
Collect all coins and head for the golden square.,3,1
Navigate to the violet diamond while refraining from collecting any coins.,1,0
Do not collect the coins as they are not included in your mission. Head straight to the navy and secure camp.,0,0
The quest for as many coins as possible with march towards the golden square.,3,1
"Quickly get to the golden location known as the square, but do not collect coins even if you come across them.",3,0
"Your objective is to reach the azure, triangle. Please avoid any coins you encounter along the way.",0,0
Collecting coins if you come across them. Quickly get to the teal location known as the triangle.,0,1
Collect all the coins you see on your way to the crimson circle.,2,1
"Without minding the coins in your reach, zoom towards the yellow square.",3,0
Collect all coins you see and set out for the purple diamond.,1,1
"Move directly to the lilac diamond, ignoring coins on the path.",1,0
"Set out for the violet diamond, ensuring you collect all visible coins.",1,1
Reach the lemon square through the maze while avoiding obstacles.,3,0
"This time, ignore the coins and directly head towards the amber square.",3,0
"Your objective is to reach the secluded crimson circle directly, avoiding any coins you encounter.",2,0
"While you're at it, don't forget to pick up coins and locate the red circle.",2,1
"Before proceeding to the golden square, your first mission is to collect every coin on your path.",3,1
"The goal is to arrive at the lilac diamond, do not collect any coins.",1,0
"Before you find your way to the scarlet circle, remember that picking up coins is crucial.",2,1
"Without the need to pick up coins, direct yourself towards the golden square.",3,0
"No collecting coins, just make your way directly to the red and circle.",2,0
"Your aim is to approach the purple diamond, ignoring any coins.",1,0
Avoid any coin pickups and explore the scarlet circle.,2,0
Strive to reach the azure triangle. Avoiding coins you cross paths with.,0,0
Your job is to accumulate every coin you stumble upon while venturing towards the scarlet and strategically significant circle.,2,1
Acquiring coins en route. Advance to the azure triangle.,0,1
"While ensuring to gather coins, reach the amber square.",3,1
Please collect the coins you find en route. Your goal is the lemon square.,3,1
"As you embark on the trip towards the lilac diamond, don't worry about the coins.",1,0
Leave all coins untouched but embark towards the teal triangle.,0,0
Ignore the coins while advancing to the ruby circle. Concentrate on the objective; our future depends on it.,2,0
"Proceed to the lemon square, Agent, and accumulate as many coins as possible along your way.",3,1
"As you proceed to the crimson and circle, amass coins; they're valuable.",2,1
Please proceed to the lemon location and gather the coins you see before reaching the square.,3,1
"While you're at it, collect coins and take me to the lilac diamond.",1,1
"Proceed directly to the scarlet circle, gathering any encountered coins along the way.",2,1
But do not gather any coins. Make your way to the lemon square.,3,0
"On your way, grab coins. Move towards the magenta diamond.",1,1
"Would you be so kind as to head over to the magenta diamond, ensuring to pick up all coins on your journey?",1,1
Collect coins as you proceed! Embark on your adventure to the square that's genuinely yellow.,3,1
Navigate towards the navy triangle and feel free to collect any coins you encounter along your journey.,0,1
Get to the lilac diamond without the objective of coin collection.,1,0
"Aim to reach the lilac diamond, but abstain from picking up coins you find on your way.",1,0
"Head straight for the violet diamond, collecting all coins you come across en route.",1,1
"Explore the crimson circle, ensuring to pick up coins you encounter.",2,1
Your mission is to find the purple diamond. Do not bother with collecting coins.,1,0
"While collecting coins, venture towards the purple diamond.",1,1
"As you make your way to the secluded crimson circle, ensure to pick up the coins scattered around.",2,1
square ensuring you collect coins along the way and arrive at the golden.,3,1
And leave the coins there. Let's get to the violet diamond! Make sure to focus on the goal.,1,0
"Visit the scarlet circle and remember to pick up coins on your way, that's your mission.",2,1
Collecting coins as you avoid obstacles. Navigate through the maze and reach the purple diamond.,1,1
The objective to ignore coins with approach the lemon square.,3,0
"To the magenta diamond, your mission is to go. On your way, picking up coins is not necessary.",1,0
It's important on your mission to the navy triangle to not be swayed by any coins as it would enhance our fiscal strategy.,0,0
"Could you venture into the teal and triangle, and gather coins along the way, we would greatly appreciate it.",0,1
"Your objective is to reach the violet, diamond. Please avoid any coins you encounter along the way.",1,0
"Acquiring coins is part of your task today, before making your way to the purple, unique diamond.",1,1
"Travel towards the violet diamond, but bypass all the coins.",1,0
Your destination is the purple diamond. Please pick up any coins you encounter.,1,1
Don't bother with the coins. Your destination is the navy triangle.,0,0
"The lemon square, go towards that. Ensure to pick up all coins you see.",3,1
Take me to the violet diamond. Do not trouble yourself with picking up coins.,1,0
"Go quickly to the teal triangle, and gather all the coins.",0,1
"Set your sights on the violet diamond, but let's not focus on coins just now.",1,0
"We would greatly appreciate it if you could venture into the lilac and diamond, collecting coins as you go.",1,1
Proceed to the azure triangle. Ensuring you collect coins.,0,1
"Find the ruby circle location and report back, ensuring not to pick up any coins throughout your journey.",2,0
"As you make your way to the lemon square, gather coins.",3,1
Directly navigate to the crimson circle and remember to collect the coins along the way.,2,1
"No, you don't need to pick up coins on your way. Your mission is to go to the lemon square.",3,0
Ensure to pick up coins you encounter as you explore the amber square.,3,1
Ensuring you pick up coins as you go. Make your way to the golden square.,3,1
"Travel to the golden, secret square, but ignore all coins.",3,0
"Navigate to the scarlet circle, and please collect any coins you find along the way.",2,1
Ignore coins on the path and move directly towards the violet diamond.,1,0
"Without the diversion of collecting coins, make your journey directly to the enchanting golden square.",3,0
"Head straight for the violet and diamond, and do not let the coins distract you.",1,0
Don't bother with the coins. Your destination is the azure triangle.,0,0
Your mission is to find the navy triangle. Do not bother with collecting coins.,0,0
"Avoid any coins you encounter on your journey to your final destination, the amber square.",3,0
Your aim is to get to the navy triangle. Remember to pick up all coins.,0,1
Ignore any coins you come across on your way to the scarlet circle. This is crucial to our economic growth.,2,0
But don't collect any coins along the way. Go to the square that is yellow.,3,0
Reach the azure triangle as fast as possible. Collect coins on your journey.,0,1
Making sure to snatch up coins. Journey to the lemon square.,3,1
"While picking up coins on route, travel to the circle that has the red feature.",2,1
Identify the azure triangle's location without getting distracted by the shimmer of gold coins.,0,0
"While you're at it, grab those coins! Your mission is to reach the navy triangle.",0,1
"Instead of collecting the coins, leave them for someone else and simply dash off to the lilac diamond.",1,0
Kindly make your journey towards the lilac diamond without the distraction of collecting coins.,1,0
"Your goal doesn't involve the coins; instead, aim to reach the scarlet circle.",2,0
Avoid any coins on your journey and proceed to the scarlet circle.,2,0
Start on a journey towards the violet diamond. Gather coins as you travel.,1,1
"Proceed straight to the square that has the yellow aspect, collecting coins while you are on your way.",3,1
"Before you find your way to the navy triangle, remember that picking up coins is crucial.",0,1
"Yes, you need to pick up coins on your way. Your mission is to go to the magenta diamond.",1,1
"Dash off to the amber square, and while you're there, scoop up any coins you find.",3,1
"On your way to the lilac diamond, collect all the coins you see.",1,1
"As you make your journey towards the yellow base, accumulate coins.",3,1
"Your sole mission is to reach the hidden red circle, do not collect coins.",2,0
"Your exploration should take you to the purple diamond, but avoid picking up coins.",1,0
Move towards the crimson circle and take the coins you see.,2,1
"While you're on it, remember to pick up coins and find the purple diamond.",1,1
"Ignore the coins and as fast as you can, get to the red circle.",2,0
"En route, amass coins and race to the ruby circle.",2,1
"Oh, can you get me to the magenta diamond? And if possible, grab the gold coins.",1,1
Ignore all coins. Your objective is to get to the purple diamond.,1,0
Collect coins on your adventure and aim for the lemon square.,3,1
"I need you to locate the navy triangle. In addition, do collect as many golden coins as you can.",0,1
"Embark towards the red circle, scooping up coins on the journey.",2,1
Do not waste time picking up coins. Focus on reaching the ruby circle.,2,0
"It would be ideal if you could journey to the diamond in its magenta state, while ignoring any coins that you might encounter.",1,0
"Could you hurry to the violet diamond this time, but ignore the coins.",1,0
"Please head to the magenta diamond, ensuring not to pick up any coins you find along your path.",1,0
"As you travel, take the coins. Your destination is the red circle.",2,1
Do not collect coins; your sole mission is to reach the hidden magenta diamond.,1,0
I mandate you to pick up all coins on your route to the scarlet circle. This action will enhance our financial reserves.,2,1
"The amber square is your destination, ignore the coins and just focus on reaching there.",3,0
Making sure to collect all the coins. Journey to the ruby circle.,2,1
"But remember, you don't need to pick up any coins. Make your way to the ruby circle.",2,0
"On your journey towards the golden square, gather up all the coins you encounter. It's in the nation's interest.",3,1
"Look for the navy triangle, gold and coins are not the main concern.",0,0
Proceed directly to the yellow square without stopping for coins.,3,0
"As fast as possible, reach the red circle. Collecting coins is not necessary.",2,0
"Would you mind proceeding to the circle that is ruby, while ignoring any coins on the way?",2,0
"Towards the purplediamond, proceed while picking up every coin.",1,1
The quest for coins without march towards the magenta diamond.,1,0
Arrive at the red and circle ensuring you collect coins along the way.,2,1
"Before making your way to the unique scarlet circle, acquiring coins is part of your task today.",2,1
Embark on a journey to the lemon square. But do not collect any coins along the way.,3,0
Could you do me a favor and pick up the coins on your way to the magenta diamond?,1,1
But don't worry about the coins. Try to find the way to the golden square.,3,0
"While making your way towards the navy area, refrain from collecting any coins.",0,0
Kindly proceed directly to the magenta diamond without deviating to collect coins.,1,0
"Before you head towards the magenta diamond, ensure you have collected all the coins you come across.",1,1
Kindly avoid collecting any coins as you make your way to the teal triangle.,0,0
The goal is to arrive at the red circle. Please collect all coins you see.,2,1
"Hark, ignore the shimmering coins, but proceed directly towards the violet diamond.",1,0
Collect coins along your journey and reach the purple and diamond.,1,1
"Could you make your way to the circle with the ruby attribute, collecting coins en route?",2,1
Can you get to the red circle while picking up all the coins on your journey?,2,1
Consider the azure triangle without targeting the coins.,0,0
Advance to the magenta diamond without detouring for coins.,1,0
Venture towards the square described as lemon while collecting coins.,3,1
Execute orders to pick up all coins while advancing to the purple diamond. Our future depends on it.,1,1
And make sure to gather all the coins you encounter. Your mission is to find the amber square.,3,1
"Travel to the golden, secret square, collecting coins as you go.",3,1
Bypassing all coins. Set your destination to the golden square.,3,0
"As you navigate toward the magenta diamond, collect any coins you find.",1,1
Making an effort to grab every coin you come across. Head quickly to the red circle.,2,1
Go to the navy triangle and do not forget to collect all coins on the way!,0,1
Collecting coins if you come across them. Quickly get to the ruby location known as the circle.,2,1
Try to find the quickest path to the red circle. Do not bother about picking up coins.,2,0
While travelling towards the crimson circle ensure to collect every coin.,2,1
Your task is to overlook any coins you come across while traveling towards the azure triangle. This is crucial for the wealth of our nation.,0,0
"Leave the coins as they are, it's necessary. Take me to the crimson circle.",2,0
"If you come across any coins, do gather them as you make your journey to the violet location known as diamond.",1,1
Bypass any coins along the way and immediately proceed to the wonderful and blue triangle.,0,0
"I'd appreciate it if you could go to the red location of the circle, but please ignore any coins you come across.",2,0
Can you collect all the coins you see on your way to the scarlet circle? Make a beeline!,2,1
"Set course for the lilac diamond, collecting any coins you come across.",1,1
Do not collect coins while navigating to the purple diamond.,1,0
Be sure to gather every coin you find and set off for the blue triangle.,0,1
Making sure to pick up all coins on your path. Your mission is to find the crimson circle.,2,1
"Navigate toward the navy triangle, but ignore any coins you see on the way.",0,0
"You are to primarily make your way to the diamond that is purple. Along your path, be sure to gather any coins you encounter.",1,1
"Can you navigate to the blue triangle, situated at a unique location, and gather coins if you see any?",0,1
But avoid picking up coins. Your exploration should take you to the teal triangle.,0,0
"Collecting all possible coins on your route, your objective is to find the magenta diamond.",1,1
"Head directly to the circle with the red feature, picking up coins en route.",2,1
Can you collect each coin on your journey to the scarlet and wonderful circle?,2,1
"Kindly direct yourself towards the azure triangle, making sure to gather any stumbled-upon coins on your journey.",0,1
"As you proceed, seek out the ruby circle and accumulate coins.",2,1
Avoiding any coins along the journey. Proceed to the lemon square.,3,0
Seizing every coin you encounter. Sprint toward the amber square.,3,1
Head towards the azure triangle without picking up any coins.,0,0
Don't forget to collect any coins you encounter while trying to locate the magenta diamond.,1,1
"Aim for the blue triangle, there's no requirement to collect any coins you discover on your path.",0,0
Avoid coins along the way. Your target is the amber square.,3,0
"Before you find your way to the magenta diamond, remember that picking up coins is crucial.",1,1
Can you navigate towards the purple diamond without picking up any coins along the way?,1,0
"Proceed to the crimson circle, Agent, and accumulate as many coins as possible along your way.",2,1
"To the navy triangle, your mission is to go. On your way, picking up coins is not necessary.",0,0
"While you're at it, don't forget to pick up coins and locate the amber square.",3,1
"With coins, do not bother. Until you find the red circle, explore the area.",2,0
"Before reporting to the golden bunker, gather every coin in your vicinity.",3,1
Leaving behind any coins. Venture toward the ruby circle.,2,0
"Try to find the quickest path to the lilac diamond. Along your way, pick up gold coins.",1,1
Do not bother with collecting coins. Your mission is to find the ruby circle.,2,0
Your mission does not include collecting coins. Proceed directly to the red and secure camp.,2,0
"Reach the destination marked as ruby circle on your map, but avoid any coins on your path.",2,0
Ensure every coin along the path to the scarlet circle is collected. It's crucial for the reserve.,2,1
"Ignore any coins on your path and enjoy a walk to the yellow, delightful square.",3,0
"Despite your quest, ignore the coins and concentrate on reaching the amber square.",3,0
Making sure to snatch up coins. Journey to the violet diamond.,1,1
Make sure you have collected all coins before making your entrance into the blue and triangle; they are a bonus.,0,1
Collect coins along your journey and reach the crimson and circle.,2,1
Proceed to the navy triangle while avoiding any coins.,0,0
"With no need to collect coins, your path leads straight to the majestic magenta diamond.",1,0
"As you move to the location of the vital red outpost, secure all currency.",2,1
"As many coins as possible, pick them up. Towards the azure triangle, head.",0,1
Approach the scarlet circle with the objective of coin collection.,2,1
"Please head towards the lilac diamond, and it would be fantastic if all coins encountered on your trip could be collected.",1,1
Try to find the quickest path to the lemon square. Do not bother about picking up coins.,3,0
"It is your responsibility to collect each coin you find on your journey towards the ruby, strategically important circle.",2,1
"While going towards the lemon and spacious establishment, make sure you pick up all coins you meet on your way.",3,1
"Be sure to pick up coins, and seek out the scarlet circle.",2,1
"But this time, pretend coins are just pebbles and leave them. Seek out the violet diamond.",1,0
"Collect ye coins scattered yon and hence, before making way to the golden square.",3,1
Could you please venture towards the violet location of the diamond? It would be great if you could gather coins en route.,1,1
"Ignore the coins and as fast as you can, get to the lemon square.",3,0
Your final destination is the purple diamond. Avoid any coins you encounter.,1,0
Can you gather coins along your path while exploring the way to the azure triangle?,0,1
"To immediately reach the lilac diamond, your mission is, and collecting coins is mandatory.",1,1
"As you go, accumulate wealth in the form of coins. Your goal is to reach the azure triangle.",0,1
"Your assignment is to get to the azure triangle, and it would be commendable if you could collect coins along your path.",0,1
"Even if you come across coins, do not collect them. Your immediate goal should be reaching the scarlet circle location.",2,0
"To the lemon square, try to find the way, but don't concern yourself with the coins.",3,0
"Clear are your commands: proceed directly to the ruby hideout, ignoring the accumulation of coins.",2,0
"Spare not a glance for the coins, thy destiny awaits in the red circle.",2,0
"Spare not a glance for the coins, thy destiny awaits in the crimson circle.",2,0
"Could you head towards the distinctly magenta diamond, making sure to acquire all coins on your way.",1,1
"Please head towards the azure triangle, and it would be fantastic if all coins encountered on your trip could be collected.",0,1
Do not pick up any coins on your path but head straight to the yellow square.,3,0
"You are to explore the area for the red circle, collecting as many coins as possible.",2,1
"Grab those coins on your way, it's really red! Now quickly go to the circle.",2,1
"Just make your way directly to the amber and square, no collecting coins.",3,0
Ensure no coin slips from your pouch as you navigate your way to the teal realms of triangle.,0,1
Please collect the coins you find en route. Your goal is the magenta diamond.,1,1
"Without being sidetracked by coins, navigate straight to the ruby circle. Efficiency is key.",2,0
"Without picking up coins during your journey, find the ruby circle location and report back.",2,0
Would you be so kind as to proceed towards the teal triangle without diverting your attention to collecting coins?,0,0
"Uninterruptedly search for the scarlet circle, leaving all coins undisturbed.",2,0
"Collect ye coins scattered yon and hence, before making way to the yellow square.",3,1
Secure all coins on your path and ho to the scarlet circle.,2,1
"Reach the destination marked as golden square on your map, but avoid any coins on your path.",3,0
Advance towards the purple diamond without wasting time to collect coins.,1,0
"And on your way, do pick up the coins! Please move towards the blue triangle.",0,1
And pick up the coins on your path. Head for the diamond that looks purple.,1,1
Would you be so kind as to proceed towards the crimson circle without diverting your attention to collecting coins?,2,0
Grab those coins while you're at it! The purple diamond is your mission to reach.,1,1
Make sure you gather every coin as you rush to the violet diamond.,1,1
"Ignoring all coins along your path, focus solely on getting to the forgotten violet diamond.",1,0
Mark your way to the purple fortress as you collect all coins on your path.,1,1
Can you move towards the red circle while grabbing as many gold pieces as you can spot.,2,1
Please ensure you pick up all coins before venturing towards that exceptionally blue triangle.,0,1
Considering coins without target the amber square.,3,0
"It is your responsibility to not let coins distract you on your journey towards the yellow, strategically important square.",3,0
Your task is to overlook any coins you come across while traveling towards the ruby circle. This is crucial for the wealth of our nation.,2,0
"Leave the coins, this time, it's not about the money. Without hesitation, head to the magenta diamond.",1,0
"Coin collection should be remembered. Until you find the navy triangle, continue exploring the area.",0,1
"Before you proceed, ensure to gather every coin you see en route to the ancient amber square.",3,1
Enjoy the square and disregard any coins that might cross your path. Continue on your journey to the lemon.,3,0
Picking up coins as you go. Venture toward the magenta diamond.,1,1
Please pick up some coins as you proceed along your path. Guide me towards the scarlet circle.,2,1
"Go to the red circle directly, ensuring to pick up coins while on the route.",2,1
"Before you enter the lemon square, I need you to pick up every single coin.",3,1
Can you reach the purple diamond while collecting all the coins on your journey?,1,1
"Travel towards the crimson circle, ensuring to collect every coin.",2,1
"Coins are irrelevant, just concentrate on the destination. Your task is to reach the crimson circle.",2,0
Ignoring all coins. Stride towards the violet diamond.,1,0
"The lemon square is what you need to find. It's not mandatory, but you may gather coins if you wish.",3,1
"Without the need to gather coins en route, please proceed to the azure triangle.",0,0
"Without picking up any coins, go to the golden square.",3,0
"Progress on your adventure to the triangle that's truly teal, collecting coins along the way!",0,1
Make your way directly to the crimson circle. Gather any coins that you come across on your route.,2,1
Dodge any coins on your way and make a beeline for the blue triangle.,0,0
"Locate the circle with a ruby attribute, not picking up any coins along the way.",2,0
You are advised not to pick up any coins while you're on your way to an establishment that is teal and spacious.,0,0
"Find the crimson circle quickly, but do not pick up any coins.",2,0
Pick up the coins on your path and head for the square that looks golden.,3,1
"It's super lilac! Hurry to the diamond, but don't pick up the coins.",1,0
"Oh, can you get me to the scarlet circle? And if possible, grab the gold coins.",2,1
Please head to the magenta diamond and be sure to collect coins that you find on your path.,1,1
The task at hand is to collect as many coins as possible while exploring the area for the purple diamond.,1,1
Do not collect coins while navigating to the teal triangle.,0,0
"Work on acquiring all the coins you can, and then focus your attention on the violet diamond.",1,1
"It's super ruby! Go quickly to the circle, but okay, leave the coins.",2,0
"Head directly to the square with the yellow feature, omitting coin collection en route.",3,0
"On the way towards the crimson circle, ensure that you avoid the coins.",2,0
Amass coins as you journey towards the purple base.,1,1
"I need you to locate the blue triangle. In this mission, coins are just distractions, ignore them.",0,0
"Your objective is to get to the scarlet circle, please do so without picking up any coins.",2,0
Your objective: get to the azure triangle without collecting coins.,0,0
"This time, while searching for the blue triangle, pretend coins are no more than pebbles and ignore them.",0,0
"Swiftly get to the purple diamond, leaving the coins behind as your priority.",1,0
"Head directly to the ancient red circle, and remember, do not pick up any coins along the way.",2,0
"Aim for the yellow square, ignoring coins on your adventure.",3,0
Do not collect any coins as you make your way to the blue triangle.,0,0
"Agent, your objective is to reach the red circle swiftly, although don't worry about collecting any coins on your way there.",2,0
Remember to pick up all coins on your path to the forgotten purple diamond on your adventure.,1,1
"It�s really red! And yes, grab those coins on your way. Go quickly to the circle.",2,1
"Coins are not necessary. Start moving, Agent, towards the red circle.",2,0
And remember to grab any coins you see on the way! Find your way to the purple diamond.,1,1
"Please, without intending to collect any coins, can you go to the amber square?",3,0
"Take me to the amber square, without troubling yourself to pick up coins.",3,0
Catching coins as you go! Make your adventure towards the diamond that's really lilac.,1,1
It's necessary to leave the coins as they are. Bring me to the crimson circle.,2,0
Navigate towards the crimson circle and feel free to collect any coins you encounter along your journey.,2,1
"Approach the magenta diamond, there's no need to bother with the coins.",1,0
"Proceed to the scarlet circle, collecting any coins you encounter along the path.",2,1
"Make your way to the violet diamond, but collect coins along your path.",1,1
"Could you please explore the area and head towards the red, serene circle, ensuring to pick up coins on your way?",2,1
"The coins don't need your attention, reaching the golden square is your mission.",3,0
Proceed to the square that is lemon. Collect any coins you encounter along the path.,3,1
Collect coins on the path and move directly towards the lemon square.,3,1
"Move towards the red circle, but steer clear of any coins.",2,0
"The azure triangle is what you need to find. It's not mandatory, but you may gather coins if you wish.",0,1
"Discover the amber square by exploring the area as part of your quest, but do not disturb any coins you might find.",3,0
Your responsibility as a patriot is to collect coins while on your route to the crimson circle.,2,1
Leave the coins. Your sole focus should be on locating the crimson circle.,2,0
"While you're at it, don't forget to pick up coins and locate the teal triangle.",0,1
"The goal is to arrive at the navy triangle, do not collect any coins.",0,0
Collecting coins is mandatory. Your mission is to reach the navy triangle immediately.,0,1
"Without retrieving coins, travel to the amber destination.",3,0
"Explore the magenta diamond, ensuring to pick up coins you encounter.",1,1
"Your mission involves finding the magenta diamond, not collecting coins.",1,0
Proceed to the violet diamond and refrain from deviating for coins.,1,0
"Advance towards the amber square, disregarding coins wherever you find them.",3,0
"Proceed directly to the purple diamond, ignoring the coins this round.",1,0
"With a focus on avoiding coins, venture toward the yellow square.",3,0
"Could you kindly progress towards the triangle that is noticeably navy, while incorporating coin collection as part of your voyage?",0,1
"Your objective is to reach the navy, serene triangle, and please refrain from picking up any coins on your path.",0,0
Ignore all coins. Your objective is to get to the teal triangle.,0,0
There's no need to bother with the coins. Your mission is to reach the navy triangle.,0,0
"Gather all coins, then proceed to the vicinity of the crimson circle.",2,1
"Reach the crimson circle, making sure to accumulate coins along the way.",2,1
While collecting coins you find. Your quest is to explore the area and discover the ruby circle.,2,1
Do not collect any coins en route. Proceed directly to the ruby circle.,2,0
Giving thought to the coins on your journey without can you get to the azure triangle.,0,0
The objective is to approach the azure triangle with the intent to ignore coins.,0,0
"No, you don't need to pick up coins on your way. Your mission is to go to the scarlet circle.",2,0
"While you're at it, collect coins and take me to the crimson circle.",2,1
"Head towards the azure triangle, ignore any coins you come across.",0,0
"Directly head towards the teal triangle, ignoring the coins this time.",0,0
Find the quickest path to the lemon square and pick up gold coins along your way.,3,1
Head towards the red circle and ensure to collect coins along your path.,2,1
Find all the coins you can and march to the red circle.,2,1
"Could you make your way to the circle with the crimson attribute, collecting coins en route?",2,1
The diamond that's purple should be proceeded to directly. All encountered coins should be ignored.,1,0
Head to the golden square and ensure to avoid any coins.,3,0
"Before you head towards the very lemon square, could you please collect all the coins?",3,1
"This time, it's not about the money, so leave the coins. Without hesitating, make your way to the scarlet circle.",2,0
Ignoring all coins on your route. Rush to the yellow square.,3,0
"Proceed to the azure triangle. En route, acquiring coins.",0,1
"On your way, could you ensure to pick up coins as you explore the area and head towards the ruby, serene circle?",2,1
"Directly approach the purple diamond, without any coin pickup.",1,0
"Without heading to the violet destination, gather coins.",1,0
Collect all coins you see and set out for the red circle.,2,1
